LapDistanceNorm,Speed,Throttle,Brake,Time_seconds,Source,LongAccel,LatAccel,SuspTravel_FL,SuspTravel_FR,SuspTravel_RL,SuspTravel_RR
0.12285,219.21,100.0,0.0,11.0561,AC_DEMO_SYNTH,1.6095,0.9676,65.832,55.124,52.666,44.099
0.1234,222.05,100.0,0.0,11.1062,AC_DEMO_SYNTH,1.6023,0.9649,66.461,56.176,53.169,44.941
0.12396,224.87,100.0,0.0,11.1562,AC_DEMO_SYNTH,1.5931,0.961,66.616,56.797,53.293,45.438
0.12451,227.68,100.0,0.0,11.2062,AC_DEMO_SYNTH,1.582,0.9561,67.751,57.008,54.201,45.606
0.12507,230.46,100.0,0.0,11.2563,AC_DEMO_SYNTH,1.5691,0.9501,68.472,57.683,54.778,46.146
0.12563,233.22,100.0,0.0,11.3063,AC_DEMO_SYNTH,1.5544,0.943,70.056,59.241,56.045,47.393
0.12618,235.96,100.0,0.0,11.3563,AC_DEMO_SYNTH,1.5381,0.9348,70.47,58.732,56.376,46.986
0.12674,238.66,100.0,0.0,11.4063,AC_DEMO_SYNTH,1.5203,0.9256,70.045,60.62,56.036,48.496
0.12729,241.33,100.0,0.0,11.4564,AC_DEMO_SYNTH,1.501,0.9154,70.938,61.122,56.75,48.898
0.12785,243.96,100.0,0.0,11.5064,AC_DEMO_SYNTH,1.4803,0.9041,71.13,62.619,56.904,50.095
0.1284,246.56,100.0,0.0,11.5564,AC_DEMO_SYNTH,1.4583,0.8919,72.139,62.688,57.711,50.15
0.12896,249.12,100.0,0.0,11.6064,AC_DEMO_SYNTH,1.4351,0.8788,73.158,63.945,58.526,51.156
0.12952,251.63,100.0,0.0,11.6565,AC_DEMO_SYNTH,1.4108,0.8649,74.163,64.319,59.33,51.455
0.13007,254.1,100.0,0.0,11.7065,AC_DEMO_SYNTH,1.3854,0.8501,74.032,65.324,59.226,52.259
0.13063,256.53,100.0,0.0,11.7565,AC_DEMO_SYNTH,1.3591,0.8345,74.7,66.377,59.76,53.102
0.13118,258.9,100.0,0.0,11.8066,AC_DEMO_SYNTH,1.3319,0.8182,74.729,66.697,59.783,53.358
0.13174,261.23,100.0,0.0,11.8566,AC_DEMO_SYNTH,1.304,0.8012,76.143,68.081,60.914,54.465
0.1323,263.51,100.0,0.0,11.9066,AC_DEMO_SYNTH,1.2754,0.7836,76.394,68.083,61.115,54.466
0.13285,265.74,100.0,0.0,11.9566,AC_DEMO_SYNTH,1.2462,0.7655,77.208,69.393,61.766,55.514
0.13341,267.91,100.0,0.0,12.0067,AC_DEMO_SYNTH,1.2165,0.7469,77.658,70.431,62.126,56.345
0.13396,270.04,100.0,0.0,12.0567,AC_DEMO_SYNTH,1.1863,0.7279,78.553,71.109,62.842,56.887
0.13452,272.11,100.0,0.0,12.1067,AC_DEMO_SYNTH,1.1558,0.7085,78.456,72.387,62.765,57.91
0.13508,274.12,100.0,0.0,12.1568,AC_DEMO_SYNTH,1.125,0.6887,79.127,72.08,63.302,57.664
0.13563,276.08,100.0,0.0,12.2068,AC_DEMO_SYNTH,1.0941,0.6688,81.109,72.59,64.887,58.072
0.13619,277.99,100.0,0.0,12.2568,AC_DEMO_SYNTH,1.0629,0.6486,80.276,73.492,64.221,58.794
0.13674,279.84,100.0,0.0,12.3068,AC_DEMO_SYNTH,1.0317,0.6283,80.871,74.888,64.697,59.91
0.1373,281.63,100.0,0.0,12.3569,AC_DEMO_SYNTH,1.0005,0.608,82.549,75.544,66.039,60.435
0.13785,283.37,100.0,0.0,12.4069,AC_DEMO_SYNTH,0.9694,0.5876,83.469,76.096,66.775,60.877
0.13841,285.06,100.0,0.0,12.4569,AC_DEMO_SYNTH,0.9384,0.5672,82.32,76.304,65.856,61.043
0.13897,286.69,100.0,0.0,12.5069,AC_DEMO_SYNTH,0.9075,0.547,83.108,77.742,66.486,62.194
0.13952,288.27,100.0,0.0,12.557,AC_DEMO_SYNTH,0.8769,0.5268,83.845,77.614,67.076,62.091
0.14008,289.79,100.0,0.0,12.607,AC_DEMO_SYNTH,0.8466,0.5069,84.839,79.218,67.871,63.374
0.14063,291.26,100.0,0.0,12.657,AC_DEMO_SYNTH,0.8166,0.4871,84.179,80.534,67.343,64.427
0.14119,292.67,100.0,0.0,12.7071,AC_DEMO_SYNTH,0.787,0.4676,84.886,80.155,67.909,64.124
0.14175,294.04,100.0,0.0,12.7571,AC_DEMO_SYNTH,0.7578,0.4484,85.696,80.847,68.557,64.678
0.1423,295.35,100.0,0.0,12.8071,AC_DEMO_SYNTH,0.7291,0.4296,85.944,81.002,68.755,64.802
0.14286,296.61,100.0,0.0,12.8571,AC_DEMO_SYNTH,0.7008,0.4111,85.991,81.043,68.793,64.834
0.14341,297.83,100.0,0.0,12.9072,AC_DEMO_SYNTH,0.6731,0.3929,86.449,82.081,69.159,65.665
0.14397,298.99,100.0,0.0,12.9572,AC_DEMO_SYNTH,0.6459,0.3752,86.298,82.418,69.038,65.934
0.14452,300.11,100.0,0.0,13.0072,AC_DEMO_SYNTH,0.6193,0.3579,87.087,82.795,69.67,66.236
0.14508,301.18,100.0,0.0,13.0573,AC_DEMO_SYNTH,0.5933,0.341,87.396,84.563,69.917,67.65
0.14564,302.21,100.0,0.0,13.1073,AC_DEMO_SYNTH,0.5679,0.3247,87.906,84.467,70.325,67.574
0.14619,303.19,100.0,0.0,13.1573,AC_DEMO_SYNTH,0.5431,0.3088,87.887,84.975,70.31,67.98
0.14675,304.13,100.0,0.0,13.2073,AC_DEMO_SYNTH,0.519,0.2933,88.582,85.149,70.866,68.119
0.1473,305.02,100.0,0.0,13.2574,AC_DEMO_SYNTH,0.4955,0.2784,89.07,85.634,71.256,68.507
0.14786,305.88,100.0,0.0,13.3074,AC_DEMO_SYNTH,0.4727,0.264,88.99,86.505,71.192,69.204
0.14842,306.69,100.0,0.0,13.3574,AC_DEMO_SYNTH,0.4506,0.2501,89.317,86.503,71.454,69.202
0.14897,307.47,100.0,0.0,13.4074,AC_DEMO_SYNTH,0.4292,0.2367,89.438,87.111,71.55,69.689
0.14953,308.21,100.0,0.0,13.4575,AC_DEMO_SYNTH,0.4084,0.2238,89.646,87.186,71.717,69.749
0.15008,308.91,100.0,0.0,13.5075,AC_DEMO_SYNTH,0.3884,0.2114,89.575,87.477,71.66,69.982
0.15064,309.58,100.0,0.0,13.5575,AC_DEMO_SYNTH,0.369,0.1995,90.199,87.387,72.159,69.91
0.1512,310.22,100.0,0.0,13.6076,AC_DEMO_SYNTH,0.3503,0.1881,90.233,87.48,72.186,69.984
0.15175,310.82,100.0,0.0,13.6576,AC_DEMO_SYNTH,0.3323,0.1772,91.298,88.471,73.038,70.777
0.15231,311.39,100.0,0.0,13.7076,AC_DEMO_SYNTH,0.315,0.1668,91.27,88.888,73.016,71.11
0.15286,311.93,100.0,0.0,13.7576,AC_DEMO_SYNTH,0.2983,0.1568,90.965,88.628,72.772,70.902
0.15342,312.44,100.0,0.0,13.8077,AC_DEMO_SYNTH,0.2823,0.1474,90.668,89.391,72.534,71.513
0.15397,312.93,100.0,0.0,13.8577,AC_DEMO_SYNTH,0.2669,0.1383,90.684,89.679,72.547,71.743
0.15453,313.39,100.0,0.0,13.9077,AC_DEMO_SYNTH,0.2522,0.1297,91.753,89.034,73.402,71.227
0.15509,313.82,100.0,0.0,13.9578,AC_DEMO_SYNTH,0.2381,0.1216,91.52,89.755,73.216,71.804
0.15564,314.23,100.0,0.0,14.0078,AC_DEMO_SYNTH,0.2246,0.1138,91.739,90.499,73.391,72.399
0.1562,314.61,100.0,0.0,14.0578,AC_DEMO_SYNTH,0.2117,0.1065,90.972,90.692,72.778,72.554
0.15675,314.98,100.0,0.0,14.1078,AC_DEMO_SYNTH,0.1994,0.0996,92.161,90.269,73.729,72.215
0.15731,315.32,100.0,0.0,14.1579,AC_DEMO_SYNTH,0.1877,0.093,92.083,90.975,73.666,72.78
0.15787,315.64,100.0,0.0,14.2079,AC_DEMO_SYNTH,0.1765,0.0868,91.562,91.491,73.25,73.193
0.15842,315.94,100.0,0.0,14.2579,AC_DEMO_SYNTH,0.1658,0.0809,91.916,91.554,73.533,73.243
0.15898,316.23,100.0,0.0,14.3079,AC_DEMO_SYNTH,0.1557,0.0754,92.306,91.36,73.845,73.088
0.15953,316.49,100.0,0.0,14.358,AC_DEMO_SYNTH,0.1461,0.0702,92.307,91.352,73.846,73.082
0.16009,316.74,100.0,0.0,14.408,AC_DEMO_SYNTH,0.1369,0.0653,92.252,91.423,73.802,73.138
0.16064,316.98,100.0,0.0,14.458,AC_DEMO_SYNTH,0.1283,0.0607,92.408,91.99,73.926,73.592
0.1612,317.19,100.0,0.0,14.5081,AC_DEMO_SYNTH,0.12,0.0564,92.419,91.998,73.935,73.598
0.16176,317.4,100.0,0.0,14.5581,AC_DEMO_SYNTH,0.1123,0.0523,92.651,92.285,74.121,73.828
0.16231,317.59,100.0,0.0,14.6081,AC_DEMO_SYNTH,0.1049,0.0485,93.243,92.191,74.594,73.753
0.16287,317.77,100.0,0.0,14.6581,AC_DEMO_SYNTH,0.098,0.0449,91.688,92.564,73.35,74.051
0.16342,317.94,100.0,0.0,14.7082,AC_DEMO_SYNTH,0.0914,0.0416,92.678,92.368,74.142,73.894
0.16398,318.09,100.0,0.0,14.7582,AC_DEMO_SYNTH,0.0852,0.0385,92.895,92.728,74.316,74.182
0.16454,318.24,100.0,0.0,14.8082,AC_DEMO_SYNTH,0.0794,0.0356,92.994,92.845,74.395,74.276
0.16509,318.37,100.0,0.0,14.8583,AC_DEMO_SYNTH,0.0739,0.0329,92.771,92.248,74.217,73.798
0.16565,318.5,100.0,0.0,14.9083,AC_DEMO_SYNTH,0.0687,0.0303,92.262,91.919,73.81,73.535
0.1662,318.62,100.0,0.0,14.9583,AC_DEMO_SYNTH,0.0639,0.028,93.137,93.326,74.51,74.661
0.16676,318.73,100.0,0.0,15.0083,AC_DEMO_SYNTH,0.0593,0.0258,93.735,92.873,74.988,74.298
0.16732,318.83,100.0,0.0,15.0584,AC_DEMO_SYNTH,0.055,0.0237,92.466,92.141,73.973,73.713
0.16787,318.92,100.0,0.0,15.1084,AC_DEMO_SYNTH,0.051,0.0218,93.456,92.593,74.765,74.074
0.16843,319.01,100.0,0.0,15.1584,AC_DEMO_SYNTH,0.0472,0.0201,93.011,93.237,74.409,74.59
0.16898,319.09,100.0,0.0,15.2084,AC_DEMO_SYNTH,0.0437,0.0184,93.146,92.863,74.517,74.29
0.16954,319.16,100.0,0.0,15.2585,AC_DEMO_SYNTH,0.0403,0.0169,92.774,92.811,74.219,74.249
0.17009,319.23,100.0,0.0,15.3085,AC_DEMO_SYNTH,0.0372,0.0155,93.087,93.616,74.47,74.893
0.17065,319.29,100.0,0.0,15.3585,AC_DEMO_SYNTH,0.0343,0.0142,93.762,92.672,75.01,74.138
0.17121,319.35,100.0,0.0,15.4086,AC_DEMO_SYNTH,0.0316,0.013,93.497,92.806,74.798,74.245
0.17176,319.4,100.0,0.0,15.4586,AC_DEMO_SYNTH,0.0291,0.0119,93.975,93.24,75.18,74.592
0.17232,319.45,100.0,0.0,15.5086,AC_DEMO_SYNTH,0.0267,0.0108,93.77,93.341,75.016,74.673
0.17287,319.5,100.0,0.0,15.5586,AC_DEMO_SYNTH,0.0244,0.0099,93.494,93.411,74.795,74.729
0.17343,319.54,100.0,0.0,15.6087,AC_DEMO_SYNTH,0.0224,0.009,94.03,93.601,75.224,74.881
0.17399,319.58,100.0,0.0,15.6587,AC_DEMO_SYNTH,0.0204,0.0081,93.522,93.34,74.818,74.672
0.17454,319.61,100.0,0.0,15.7087,AC_DEMO_SYNTH,0.0186,0.0074,93.69,93.475,74.952,74.78
0.1751,319.64,100.0,0.0,15.7588,AC_DEMO_SYNTH,0.0168,0.0067,93.251,93.195,74.601,74.556
0.17565,319.67,100.0,0.0,15.8088,AC_DEMO_SYNTH,0.0152,0.006,93.407,93.342,74.726,74.674
0.17621,319.7,100.0,0.0,15.8588,AC_DEMO_SYNTH,0.0137,0.0054,93.113,93.378,74.49,74.702
0.17676,319.72,100.0,0.0,15.9088,AC_DEMO_SYNTH,0.0122,0.0048,93.796,93.435,75.037,74.748
0.17732,319.74,100.0,0.0,15.9589,AC_DEMO_SYNTH,0.0108,0.0043,92.937,93.671,74.35,74.937
0.17788,319.76,100.0,0.0,16.0089,AC_DEMO_SYNTH,0.0095,0.0038,93.729,93.598,74.983,74.878
0.17843,319.77,100.0,0.0,16.0589,AC_DEMO_SYNTH,0.0082,0.0033,93.344,93.403,74.675,74.722
0.17899,319.79,100.0,0.0,16.1089,AC_DEMO_SYNTH,0.007,0.0028,93.896,93.074,75.117,74.459
0.17954,319.8,100.0,0.0,16.159,AC_DEMO_SYNTH,0.0058,0.0024,93.733,93.434,74.986,74.747
0.1801,319.81,100.0,0.0,16.209,AC_DEMO_SYNTH,0.0047,0.002,94.165,93.405,75.332,74.724
0.18066,319.81,100.0,0.0,16.259,AC_DEMO_SYNTH,0.0036,0.0016,93.731,93.499,74.985,74.799
0.18121,319.82,100.0,0.0,16.3091,AC_DEMO_SYNTH,0.0024,0.0012,92.814,94.313,74.251,75.45
0.18177,319.82,100.0,0.0,16.3591,AC_DEMO_SYNTH,0.0013,0.0008,93.417,93.226,74.734,74.581
0.18232,319.82,100.0,0.0,16.4091,AC_DEMO_SYNTH,0.0002,0.0004,92.977,93.61,74.382,74.888
0.18288,319.82,100.0,0.1,16.4591,AC_DEMO_SYNTH,-0.001,-0.0,93.239,93.874,74.591,75.099
0.18344,319.82,100.0,0.1,16.5092,AC_DEMO_SYNTH,-0.0021,-0.0004,94.052,93.491,75.242,74.793
0.18399,319.82,100.0,0.2,16.5592,AC_DEMO_SYNTH,-0.0033,-0.0009,93.704,94.394,74.963,75.515
0.18455,319.81,100.0,0.3,16.6092,AC_DEMO_SYNTH,-0.0046,-0.0013,93.168,93.31,74.534,74.648
0.1851,319.8,100.0,0.4,16.6593,AC_DEMO_SYNTH,-0.0059,-0.0017,93.04,93.593,74.432,74.874
0.18566,319.79,100.0,0.4,16.7093,AC_DEMO_SYNTH,-0.0072,-0.0022,93.457,93.147,74.766,74.518
0.18621,319.77,100.0,0.5,16.7593,AC_DEMO_SYNTH,-0.0087,-0.0027,92.952,93.327,74.362,74.662
0.18677,319.76,100.0,0.6,16.8093,AC_DEMO_SYNTH,-0.0102,-0.0032,93.169,93.571,74.535,74.857
0.18733,319.74,100.0,0.7,16.8594,AC_DEMO_SYNTH,-0.0118,-0.0038,93.557,93.811,74.846,75.049
0.18788,319.72,100.0,0.8,16.9094,AC_DEMO_SYNTH,-0.0136,-0.0044,93.89,93.602,75.112,74.882
0.18844,319.69,100.0,0.9,16.9594,AC_DEMO_SYNTH,-0.0154,-0.0051,93.663,93.977,74.93,75.182
0.18899,319.66,100.0,1.0,17.0094,AC_DEMO_SYNTH,-0.0175,-0.0058,92.495,93.436,73.996,74.749
0.18955,319.63,100.0,1.2,17.0595,AC_DEMO_SYNTH,-0.0196,-0.0066,93.526,93.341,74.821,74.673
0.19011,319.59,100.0,1.3,17.1095,AC_DEMO_SYNTH,-0.0219,-0.0074,93.422,94.554,74.738,75.643
0.19066,319.55,100.0,1.5,17.1595,AC_DEMO_SYNTH,-0.0244,-0.0084,93.548,93.629,74.838,74.903
0.19122,319.51,100.0,1.6,17.2096,AC_DEMO_SYNTH,-0.0271,-0.0094,94.018,93.184,75.214,74.547
0.19177,319.46,100.0,1.8,17.2596,AC_DEMO_SYNTH,-0.03,-0.0105,92.533,93.192,74.026,74.554
0.19233,319.4,100.0,2.0,17.3096,AC_DEMO_SYNTH,-0.0332,-0.0117,93.105,93.089,74.484,74.471
0.19288,319.34,100.0,2.2,17.3596,AC_DEMO_SYNTH,-0.0366,-0.013,93.561,93.838,74.849,75.07
0.19344,319.27,100.0,2.4,17.4097,AC_DEMO_SYNTH,-0.0402,-0.0144,92.672,93.312,74.138,74.65
0.194,319.2,100.0,2.7,17.4597,AC_DEMO_SYNTH,-0.0442,-0.016,93.875,93.506,75.1,74.805
0.19455,319.11,100.0,2.9,17.5097,AC_DEMO_SYNTH,-0.0484,-0.0177,93.406,93.422,74.725,74.738
0.19511,319.03,100.0,3.2,17.5598,AC_DEMO_SYNTH,-0.053,-0.0195,93.575,93.736,74.86,74.989
0.19566,318.93,100.0,3.5,17.6098,AC_DEMO_SYNTH,-0.0579,-0.0215,92.979,93.097,74.383,74.478
0.19622,318.82,100.0,3.8,17.6598,AC_DEMO_SYNTH,-0.0632,-0.0237,93.501,92.997,74.801,74.398
0.19678,318.7,100.0,4.1,17.7098,AC_DEMO_SYNTH,-0.0689,-0.0261,93.567,93.507,74.854,74.806
0.19733,318.58,100.0,4.5,17.7599,AC_DEMO_SYNTH,-0.0749,-0.0287,93.197,93.65,74.558,74.92
0.19789,318.44,100.0,4.9,17.8099,AC_DEMO_SYNTH,-0.0814,-0.0314,93.157,93.53,74.526,74.824
0.19844,318.29,100.0,5.3,17.8599,AC_DEMO_SYNTH,-0.0884,-0.0345,93.126,93.061,74.501,74.449
0.199,318.13,100.0,5.8,17.9099,AC_DEMO_SYNTH,-0.0959,-0.0377,92.625,93.642,74.1,74.914
0.19956,317.95,100.0,6.2,17.96,AC_DEMO_SYNTH,-0.1038,-0.0413,92.856,93.057,74.285,74.446
0.20011,317.76,100.0,6.7,18.01,AC_DEMO_SYNTH,-0.1123,-0.0451,92.797,93.129,74.238,74.503
0.20067,317.55,100.0,7.3,18.06,AC_DEMO_SYNTH,-0.1213,-0.0492,92.947,92.94,74.358,74.352
0.20122,317.33,100.0,7.9,18.1101,AC_DEMO_SYNTH,-0.1309,-0.0536,93.127,93.817,74.502,75.054
0.20178,317.09,100.0,8.5,18.1601,AC_DEMO_SYNTH,-0.1411,-0.0584,92.229,93.527,73.783,74.822
0.20233,316.83,100.0,9.1,18.2101,AC_DEMO_SYNTH,-0.1519,-0.0635,92.522,93.49,74.018,74.792
0.20289,316.55,100.0,9.8,18.2601,AC_DEMO_SYNTH,-0.1633,-0.0689,93.078,93.718,74.462,74.974
0.20345,316.26,100.0,10.5,18.3102,AC_DEMO_SYNTH,-0.1755,-0.0748,92.098,94.316,73.678,75.453
0.204,315.93,100.0,11.3,18.3602,AC_DEMO_SYNTH,-0.1883,-0.081,91.964,92.471,73.571,73.977
0.20456,315.59,100.0,12.1,18.4102,AC_DEMO_SYNTH,-0.2017,-0.0877,92.267,92.823,73.814,74.258
0.20511,315.22,100.0,13.0,18.4603,AC_DEMO_SYNTH,-0.216,-0.0948,92.407,92.832,73.926,74.266
0.20567,314.83,100.0,13.9,18.5103,AC_DEMO_SYNTH,-0.2309,-0.1024,91.951,92.695,73.561,74.156
0.20623,314.41,100.0,14.8,18.5603,AC_DEMO_SYNTH,-0.2466,-0.1104,92.345,92.557,73.876,74.046
0.20678,313.96,100.0,15.8,18.6103,AC_DEMO_SYNTH,-0.263,-0.119,92.013,92.817,73.61,74.254
0.20734,313.48,100.0,16.8,18.6604,AC_DEMO_SYNTH,-0.2803,-0.1281,91.854,92.394,73.483,73.915
0.20789,312.97,100.0,17.9,18.7104,AC_DEMO_SYNTH,-0.2983,-0.1376,91.577,92.953,73.262,74.362
0.20845,312.42,100.0,19.0,18.7604,AC_DEMO_SYNTH,-0.3171,-0.1477,92.11,92.771,73.688,74.217
0.20901,311.85,100.0,20.2,18.8105,AC_DEMO_SYNTH,-0.3367,-0.1584,90.914,92.874,72.731,74.299
0.20956,311.23,100.0,21.4,18.8605,AC_DEMO_SYNTH,-0.357,-0.1697,89.995,92.805,71.996,74.244
0.21012,310.58,100.0,22.7,18.9105,AC_DEMO_SYNTH,-0.3782,-0.1815,91.229,92.76,72.983,74.208
0.21067,309.9,50.0,24.0,18.9605,AC_DEMO_SYNTH,-0.4001,-0.1938,90.186,92.281,72.149,73.825
0.21123,309.17,50.0,25.4,19.0106,AC_DEMO_SYNTH,-0.4229,-0.2068,90.177,93.182,72.142,74.546
0.21178,308.4,50.0,26.8,19.0606,AC_DEMO_SYNTH,-0.4463,-0.2204,90.408,92.323,72.326,73.858
0.21234,307.59,50.0,28.2,19.1106,AC_DEMO_SYNTH,-0.4705,-0.2345,88.982,91.373,71.186,73.098
0.2129,306.74,50.0,29.7,19.1606,AC_DEMO_SYNTH,-0.4954,-0.2493,88.848,91.6,71.078,73.28
0.21345,305.84,50.0,31.3,19.2107,AC_DEMO_SYNTH,-0.5211,-0.2646,88.417,91.177,70.734,72.942
0.21401,304.9,50.0,32.8,19.2607,AC_DEMO_SYNTH,-0.5473,-0.2805,88.436,91.746,70.749,73.397
0.21456,303.91,50.0,34.5,19.3107,AC_DEMO_SYNTH,-0.5742,-0.2969,88.611,91.545,70.889,73.236
0.21512,302.87,50.0,36.1,19.3608,AC_DEMO_SYNTH,-0.6017,-0.3139,88.309,91.252,70.647,73.002
0.21568,301.78,50.0,37.8,19.4108,AC_DEMO_SYNTH,-0.6296,-0.3315,87.858,92.079,70.286,73.663
0.21623,300.64,50.0,39.5,19.4608,AC_DEMO_SYNTH,-0.6581,-0.3495,86.816,91.319,69.453,73.055
0.21679,299.46,50.0,41.2,19.5108,AC_DEMO_SYNTH,-0.687,-0.368,86.078,91.208,68.862,72.966
0.21734,298.22,50.0,43.0,19.5609,AC_DEMO_SYNTH,-0.7162,-0.387,86.626,90.349,69.301,72.279
0.2179,296.93,50.0,44.7,19.6109,AC_DEMO_SYNTH,-0.7458,-0.4064,86.003,90.116,68.802,72.093
0.21845,295.58,50.0,46.5,19.6609,AC_DEMO_SYNTH,-0.7755,-0.4262,85.944,90.31,68.755,72.248
0.21901,294.19,50.0,48.3,19.711,AC_DEMO_SYNTH,-0.8054,-0.4463,85.599,90.136,68.479,72.109
0.21957,292.74,50.0,50.1,19.761,AC_DEMO_SYNTH,-0.8354,-0.4668,84.913,89.082,67.93,71.266
0.22012,291.23,50.0,51.9,19.811,AC_DEMO_SYNTH,-0.8653,-0.4874,84.685,89.494,67.748,71.595
0.22068,289.68,50.0,53.7,19.861,AC_DEMO_SYNTH,-0.8951,-0.5083,83.984,89.306,67.187,71.445
0.22123,288.07,50.0,55.5,19.9111,AC_DEMO_SYNTH,-0.9247,-0.5294,83.598,88.933,66.878,71.146
0.22179,286.41,50.0,57.2,19.9611,AC_DEMO_SYNTH,-0.9539,-0.5505,82.585,88.399,66.068,70.719
0.22235,284.7,50.0,59.0,20.0111,AC_DEMO_SYNTH,-0.9827,-0.5716,82.263,88.201,65.81,70.561
0.2229,282.94,50.0,60.7,20.0611,AC_DEMO_SYNTH,-1.011,-0.5927,81.868,88.025,65.494,70.42
0.22346,281.13,50.0,62.3,20.1112,AC_DEMO_SYNTH,-1.0386,-0.6138,81.559,87.798,65.247,70.238
0.22401,279.27,50.0,63.9,20.1612,AC_DEMO_SYNTH,-1.0655,-0.6346,80.503,87.655,64.402,70.124
0.22457,277.36,50.0,65.5,20.2112,AC_DEMO_SYNTH,-1.0915,-0.6553,80.286,87.483,64.229,69.986
0.22513,275.41,50.0,67.0,20.2613,AC_DEMO_SYNTH,-1.1165,-0.6757,79.379,86.557,63.503,69.246
0.22568,273.42,50.0,68.4,20.3113,AC_DEMO_SYNTH,-1.1403,-0.6957,78.838,86.105,63.07,68.884
0.22624,271.38,50.0,69.8,20.3613,AC_DEMO_SYNTH,-1.1629,-0.7153,78.604,86.058,62.883,68.846
0.22679,269.31,50.0,71.0,20.4113,AC_DEMO_SYNTH,-1.1842,-0.7345,76.857,85.714,61.486,68.571
0.22735,267.2,50.0,72.2,20.4614,AC_DEMO_SYNTH,-1.2039,-0.7531,76.509,84.867,61.207,67.894
0.2279,265.05,50.0,73.3,20.5114,AC_DEMO_SYNTH,-1.222,-0.7712,75.8,84.915,60.64,67.932
0.22846,262.88,50.0,74.3,20.5614,AC_DEMO_SYNTH,-1.2384,-0.7886,74.823,84.539,59.858,67.631
0.22902,260.68,50.0,75.2,20.6115,AC_DEMO_SYNTH,-1.2529,-0.8053,74.843,84.199,59.874,67.359
0.22957,258.45,50.0,75.9,20.6615,AC_DEMO_SYNTH,-1.2655,-0.8214,74.766,83.918,59.813,67.134
0.23013,256.21,50.0,76.6,20.7115,AC_DEMO_SYNTH,-1.2759,-0.8366,73.706,82.375,58.965,65.9
0.23068,253.94,50.0,77.1,20.7615,AC_DEMO_SYNTH,-1.2842,-0.851,73.248,82.229,58.598,65.783
0.23124,251.67,50.0,77.4,20.8116,AC_DEMO_SYNTH,-1.2902,-0.8646,72.956,81.724,58.365,65.379
0.2318,249.39,50.0,77.6,20.8616,AC_DEMO_SYNTH,-1.2938,-0.8774,72.402,81.168,57.922,64.934
0.23235,247.1,50.0,77.7,20.9116,AC_DEMO_SYNTH,-1.2949,-0.8893,71.195,80.425,56.956,64.34
0.23291,244.81,50.0,77.6,20.9616,AC_DEMO_SYNTH,-1.2935,-0.9003,71.118,79.562,56.894,63.65
0.23346,242.53,50.0,77.4,21.0117,AC_DEMO_SYNTH,-1.2894,-0.9104,69.973,79.66,55.978,63.728
0.23402,240.25,50.0,77.0,21.0617,AC_DEMO_SYNTH,-1.2826,-0.9196,68.962,78.774,55.17,63.019
0.23457,237.99,50.0,76.4,21.1117,AC_DEMO_SYNTH,-1.2731,-0.928,68.427,78.573,54.742,62.858
0.23513,235.75,50.0,75.6,21.1618,AC_DEMO_SYNTH,-1.2607,-0.9355,67.446,77.675,53.957,62.14
0.23569,233.54,50.0,74.7,21.2118,AC_DEMO_SYNTH,-1.2455,-0.9421,67.066,77.006,53.653,61.605
0.23624,231.35,50.0,73.6,21.2618,AC_DEMO_SYNTH,-1.2274,-0.9479,66.667,76.989,53.334,61.591
0.2368,229.2,50.0,72.4,21.3118,AC_DEMO_SYNTH,-1.2063,-0.953,66.529,76.408,53.223,61.126
0.23735,227.09,50.0,70.9,21.3619,AC_DEMO_SYNTH,-1.1824,-0.9572,66.304,76.032,53.043,60.826
0.23791,225.02,50.0,69.3,21.4119,AC_DEMO_SYNTH,-1.1556,-0.9608,64.48,76.13,51.584,60.904
0.23847,223.01,50.0,67.6,21.4619,AC_DEMO_SYNTH,-1.1258,-0.9637,64.619,74.827,51.695,59.862
0.23902,221.05,50.0,65.6,21.512,AC_DEMO_SYNTH,-1.0932,-0.966,63.486,74.375,50.789,59.5
0.23958,219.14,50.0,63.5,21.562,AC_DEMO_SYNTH,-1.0578,-0.9677,63.543,73.219,50.834,58.575
0.24013,217.31,50.0,61.2,21.612,AC_DEMO_SYNTH,-1.0196,-0.9688,62.768,72.614,50.214,58.091
0.24069,215.54,50.0,58.7,21.662,AC_DEMO_SYNTH,-0.9787,-0.9695,61.566,73.247,49.253,58.598
0.24125,213.85,50.0,56.1,21.7121,AC_DEMO_SYNTH,-0.9352,-0.9698,62.163,71.741,49.73,57.393
0.2418,212.24,50.0,53.3,21.7621,AC_DEMO_SYNTH,-0.8891,-0.9698,61.058,71.201,48.846,56.961
0.24236,210.71,50.0,50.4,21.8121,AC_DEMO_SYNTH,-0.8406,-0.9694,60.609,71.122,48.487,56.898
0.24291,209.27,50.0,47.4,21.8621,AC_DEMO_SYNTH,-0.7898,-0.9688,59.934,70.634,47.947,56.507
0.24347,207.92,50.0,44.2,21.9122,AC_DEMO_SYNTH,-0.7367,-0.968,59.655,69.855,47.724,55.884
0.24402,206.66,50.0,40.9,21.9622,AC_DEMO_SYNTH,-0.6815,-0.9671,59.658,69.655,47.726,55.724
0.24458,205.51,50.0,37.5,22.0122,AC_DEMO_SYNTH,-0.6244,-0.966,59.002,69.848,47.202,55.878
0.24514,204.46,50.0,33.9,22.0623,AC_DEMO_SYNTH,-0.5655,-0.965,58.817,68.63,47.054,54.904
